fid,final_probability
450115.0,0.9998252142647847
310871.0,0.999679052503951
311468.0,0.9991964773687324
140487.0,0.9991148619611838
370034.0,0.9989041493362937
312466.0,0.9975876453286632
441593.0,0.9975330657603456
130152.0,0.9973990543188208
430419.0,0.9965456149236712
410566.0,0.9963823630520036
320017.0,0.995064694376692
312558.0,0.9949977323315512
156764.0,0.9919785331574926
140375.0,0.9917164234164128
244469.0,0.9886981003369932
312105.0,0.9884381914459109
430575.0,0.9879904509712399
311882.0,0.9873565168293736
220328.0,0.9871995057498036
130388.0,0.9866030638543809
310119.0,0.9862723600161486
312428.0,0.9862214857779352
440620.0,0.9855869359145488
130907.0,0.9851302911552203
110051.0,0.9848255579680074
312522.0,0.984707106854001
310378.0,0.984624225820268
520578.0,0.9843085611977302
410322.0,0.9838029693868325
441164.0,0.9833719975118748
440580.0,0.9825807470935478
411671.0,0.9817695220427544
420323.0,0.981683902531046
310001.0,0.9816776484413244
311855.0,0.98166422285158
320102.0,0.9811805054912982
312406.0,0.9808650530825176
130399.0,0.980701901019053
441851.0,0.9804168700235776
340082.0,0.980351312195205
312113.0,0.9801518746889868
440636.0,0.9800883522287952
410007.0,0.9789084430496138
130158.0,0.9780634462739515
130324.0,0.97760289640865
411648.0,0.9768339535155118
831139.0,0.9765607392896544
312076.0,0.9758562333974552
311167.0,0.9757640366190745
110116.0,0.9755058548644508
312407.0,0.9747451118874664
311139.0,0.9746906080437099
621809.0,0.9746882007994516
310821.0,0.9746114706771036
312008.0,0.9739508853999773
311868.0,0.973735502076844
320002.0,0.9736816449918497
530088.0,0.9735233245157372
310089.0,0.9727162746311652
312066.0,0.9719145274013854
530131.0,0.9718153616971544
311140.0,0.9712155707166557
310859.0,0.9707175894990254
350047.0,0.9706078084164356
130384.0,0.9704476274992516
312174.0,0.9701208266884592
311311.0,0.967788548732491
510548.0,0.9677820106688
130491.0,0.9671236513334964
440967.0,0.9668555121121738
312485.0,0.9667284696372492
500144.0,0.9661444715586656
310384.0,0.9648145422274867
311708.0,0.9647115204491009
320167.0,0.9639600964029582
310904.0,0.9621660036982708
312075.0,0.9616092475907342
441547.0,0.9605535486581483
610210.0,0.9600494229577479
370500.0,0.9599513532095942
441810.0,0.9595814108152434
510476.0,0.959480881449343
130313.0,0.958688115747046
320205.0,0.9577405544955938
312046.0,0.9567033946509624
350098.0,0.9550524148880848
311352.0,0.9544535312389064
142165.0,0.9536688365705329
210388.0,0.9535591971522748
370482.0,0.9530802296665576
311385.0,0.9524512126039687
311350.0,0.9516503502262094
370496.0,0.9504681209413168
130322.0,0.9501995584189188
520140.0,0.9493786144556596
312004.0,0.9490117517644626
610193.0,0.9486163200203632
311912.0,0.9472109654355192
310334.0,0.9468540562459388
311094.0,0.9454783680665788
312281.0,0.9454608395307647
130416.0,0.9454574678594975
211545.0,0.9449866175173364
213970.0,0.944033911075635
310864.0,0.9436770158114792
140632.0,0.9434456217467584
530192.0,0.9432997249543016
310480.0,0.9424434557986021
441586.0,0.9424073303430762
320024.0,0.9419183018288184
360103.0,0.9410026760288733
130148.0,0.9406822306359727
211529.0,0.9394036797559204
310990.0,0.937907381739738
411662.0,0.9372709496136531
312067.0,0.936020642726312
165043.0,0.9352807608626046
440458.0,0.9347389711087978
311107.0,0.9338436837768338
440647.0,0.9319828254691958
520025.0,0.9313160522276852
312530.0,0.9311775471935652
130311.0,0.9306495683095135
621156.0,0.9279148375557804
370564.0,0.9277408215378665
440568.0,0.9237644465922668
248191.0,0.9234939162692074
312073.0,0.9215065025778688
311887.0,0.9205111706852804
441182.0,0.9199625654582119
370764.0,0.919630218785511
177459.0,0.9171822924579638
520397.0,0.916956623059246
173999.0,0.9164328826688722
510928.0,0.9150295315726015
247296.0,0.9126162340314732
370138.0,0.9115778079584971
130075.0,0.9110893639341606
370489.0,0.9101206212752919
350005.0,0.9079079955284052
441700.0,0.9071610087675411
311896.0,0.9069925987421597
312195.0,0.9055529345426235
340031.0,0.9040562719031154
441109.0,0.9036450417762794
450253.0,0.9001116261362558
320069.0,0.8985788849166971
370508.0,0.8982785937102986
312416.0,0.8952177658243547
311879.0,0.894551300488449
370503.0,0.8943289569747281
311713.0,0.8925589842178373
410775.0,0.8915487600500791
510118.0,0.8909718854729417
441837.0,0.8902884484331438
441120.0,0.8898409150098516
312405.0,0.8896804263307431
271814.0,0.8894191548180661
510004.0,0.8890449050271441
231237.0,0.8867730538643531
370135.0,0.8843921075877008
310916.0,0.8820209771627373
311342.0,0.8815973731103691
510457.0,0.8790053213502452
360287.0,0.8787757354483858
370772.0,0.87748443144594
410278.0,0.8763761594052231
410924.0,0.8753162228855218
312074.0,0.8748163308552642
350195.0,0.8738853192690612
310903.0,0.8720711843892642
214064.0,0.8708540205516284
130627.0,0.8674134651372415
311113.0,0.8673312427684731
310345.0,0.8670806337020436
441267.0,0.8665689684844894
311971.0,0.8651754738886035
130302.0,0.8651743534719284
130159.0,0.8649738949521321
320019.0,0.8616087354351208
411666.0,0.8613195281703494
330093.0,0.8562974757805601
530051.0,0.8555233786475595
311679.0,0.8554732216643499
210864.0,0.8538586909774389
360001.0,0.8526186229569058
610115.0,0.8526036528010119
160879.0,0.8495052545031447
520233.0,0.848911482671625
411736.0,0.8489066754239386
311806.0,0.8486056172229547
130391.0,0.84824954591375
310761.0,0.8471945017201798
450191.0,0.8459676319310157
140481.0,0.8456092109537278
311361.0,0.8448830271346758
441875.0,0.8432208958126036
441844.0,0.8424277227724001
311763.0,0.8409649082286921
440459.0,0.8359066359516772
310827.0,0.8343156866744665
116221.0,0.8321328454855593
320125.0,0.8310765620027444
410128.0,0.8299236479493017
130168.0,0.8297596485422347
440630.0,0.8227425829911879
621599.0,0.8216852111510545
440442.0,0.821480020087232
411208.0,0.8207857152642181
312063.0,0.8190481273236213
420047.0,0.817718474143354
370480.0,0.8174458862923997
360128.0,0.8169738520066275
350053.0,0.8138654053910068
312464.0,0.8137754241329342
311737.0,0.8124375063324807
610195.0,0.8089024848248032
310608.0,0.8082951542066985
224376.0,0.8070599362958091
370769.0,0.8015518866849367
312430.0,0.8006062966650161
410529.0,0.8004600065759228
450093.0,0.8001791481151266
320270.0,0.7990416758066479
312140.0,0.7982646822025964
320060.0,0.7974591842403261
311150.0,0.7971514601553521
340278.0,0.7946802167623878
312455.0,0.7911217187350125
430381.0,0.7904901019771504
340163.0,0.7876422441086032
430245.0,0.7861261859902052
620488.0,0.7804602196912386
203689.0,0.7796784552413537
440267.0,0.7766083332353594
360278.0,0.7763162546707068
140835.0,0.7747446084589543
212498.0,0.7698969369110207
410143.0,0.7692787463313313
312224.0,0.7691998628003223
370170.0,0.7660709719899748
310289.0,0.7658780131156665
621706.0,0.7658748614109322
312547.0,0.7642652142656834
310513.0,0.7642149283078457
312559.0,0.7617317309791476
310878.0,0.7602654338049578
370494.0,0.7591337772599627
310912.0,0.7585753070637622
310774.0,0.7584545535227178
311351.0,0.7584095570001805
312093.0,0.7570189699528016
310391.0,0.7538595776243084
126186.0,0.7537502633910519
350016.0,0.7524212721155381
311345.0,0.7518625452787837
620595.0,0.7518575900137465
311292.0,0.7504527527007719
404920.0,0.7476460067694553
113956.0,0.7466188579121081
441604.0,0.7441976231407086
520158.0,0.7435556963447062
370140.0,0.7429882004611758
330231.0,0.7426619798137192
211139.0,0.7423475532601311
440218.0,0.7421082777255239
620726.0,0.7420770768921384
410507.0,0.7405901817604493
360079.0,0.7405044172656764
311399.0,0.7394210348726089
162096.0,0.7378741379586128
130072.0,0.7359466292902329
510443.0,0.7353697101778427
510841.0,0.7327904452590613
430128.0,0.7321816594177855
411651.0,0.7312590657456545
411174.0,0.7308022398172119
340094.0,0.7306953165871412
370116.0,0.7302857024503856
311490.0,0.7297660131589668
320330.0,0.7256288563238015
168196.0,0.7228495377397511
410715.0,0.7224231462157709
311984.0,0.7218584389039165
310547.0,0.7215704955057725
620763.0,0.7201347300470187
110069.0,0.7189783300512008
211149.0,0.7186762104737877
312448.0,0.7177066337908418
430530.0,0.7176208953321752
340016.0,0.7142066153464195
312083.0,0.7139070667453237
130306.0,0.712007294516343
195156.0,0.7106671117770801
370120.0,0.7075211111025473
450153.0,0.7071125558858128
430268.0,0.7066072252419845
440881.0,0.7057742183742077
410864.0,0.7056289476071328
311266.0,0.7027825301531317
330052.0,0.7016978863599883
161708.0,0.6994666738789699
312015.0,0.6975928207466603
520070.0,0.6920194339874219
440262.0,0.6914725398284187
370177.0,0.6905425195249804
430732.0,0.6886601207759707
370283.0,0.6881139345988437
411171.0,0.6845625237414572
