xgb_weight,gbdt_weight,accuracy,precision_rate,recall_rate,F1_score,AUC_score
0.11,0.89,0.9166238361494894,0.9183804627249358,0.5416982562547384,0.6814496900333811,0.9166238361494894
0.12,0.88,0.9168524611837832,0.9184852374839538,0.5424564063684609,0.6820781696854147,0.9168524611837832
0.13,0.87,0.9170921883702798,0.9191270860077022,0.5428354814253222,0.682554814108675,0.9170921883702798
0.14,0.86,0.9173274429754605,0.9191270860077022,0.5428354814253222,0.682554814108675,0.9173274429754605
0.15000000000000002,0.85,0.9175539268804008,0.9190751445086706,0.5424564063684609,0.6822407628128725,0.9175539268804008
0.16000000000000003,0.84,0.9177809817531687,0.9196141479099679,0.5420773313115997,0.6820891962795135,0.9177809817531687
0.17000000000000004,0.83,0.9180107645833351,0.9190751445086706,0.5424564063684609,0.6822407628128725,0.9180107645833351
0.18000000000000005,0.82,0.9182241162282412,0.9201545396007726,0.5416982562547384,0.6819374850870913,0.9182241162282412
0.19000000000000006,0.8099999999999999,0.9184505684127465,0.9201545396007726,0.5416982562547384,0.6819374850870913,0.9184505684127465
0.20000000000000007,0.7999999999999999,0.9186536426367561,0.9213410702772404,0.5416982562547384,0.6822630699450942,0.9186536426367561
0.21000000000000008,0.7899999999999999,0.9188565265381564,0.9213917525773195,0.5420773313115997,0.6825775656324583,0.9188565265381564
0.22000000000000008,0.7799999999999999,0.9190565397402014,0.9226804123711341,0.5428354814253222,0.6835322195704058,0.9190565397402014
0.2300000000000001,0.7699999999999999,0.919255696490505,0.9227799227799228,0.5435936315390447,0.6841603053435115,0.919255696490505
0.2400000000000001,0.7599999999999999,0.9194515067349303,0.9233741146168706,0.5435936315390447,0.6843235504652828,0.9194515067349303
0.2500000000000001,0.7499999999999999,0.9196430664410837,0.9233741146168706,0.5435936315390447,0.6843235504652828,0.9196430664410837
0.2600000000000001,0.7399999999999999,0.9198279965763501,0.9240180296200902,0.543972706595906,0.684800763540921,0.9198279965763501
0.27000000000000013,0.7299999999999999,0.9200041401511586,0.9258064516129032,0.543972706595906,0.6852913085004777,0.9200041401511586
0.28000000000000014,0.7199999999999999,0.9201751291553016,0.9258542875564152,0.5443517816527672,0.6856051563619001,0.9201751291553016
0.29000000000000015,0.7099999999999999,0.9203687031090688,0.9269553975436329,0.5435936315390447,0.6853046594982078,0.9203687031090688
0.30000000000000016,0.6999999999999998,0.9205653380848007,0.9287564766839378,0.5435936315390447,0.6857962697274032,0.9205653380848007
0.31000000000000016,0.6899999999999998,0.9207341066585031,0.9324236517218973,0.543972706595906,0.6870960019152503,0.9207341066585031
0.3200000000000002,0.6799999999999998,0.9208791959275782,0.9323797139141743,0.5435936315390447,0.6867816091954023,0.9208791959275782
0.3300000000000002,0.6699999999999998,0.9210551015991256,0.9323797139141743,0.5435936315390447,0.6867816091954023,0.9210551015991256
0.3400000000000002,0.6599999999999998,0.9212135451712791,0.9337662337662338,0.5451099317664898,0.688367640019148,0.9212135451712791
0.3500000000000002,0.6499999999999998,0.9213739554103944,0.9337231968810916,0.5447308567096285,0.6880536270050275,0.9213739554103944
0.3600000000000002,0.6399999999999998,0.921544563769319,0.9343729694606887,0.5451099317664898,0.6885324395499163,0.921544563769319
0.3700000000000002,0.6299999999999998,0.9217039113738663,0.9343302990897269,0.5447308567096285,0.6882183908045977,0.9217039113738663
0.3800000000000002,0.6199999999999998,0.9218653366668972,0.9343729694606887,0.5451099317664898,0.6885324395499163,0.9218653366668972
0.39000000000000024,0.6099999999999998,0.9220411947577921,0.9351911860012961,0.5470053070507961,0.6902654867256638,0.9220411947577921
0.40000000000000024,0.5999999999999998,0.9221989722008136,0.9352331606217616,0.5473843821076573,0.6905786704925871,0.9221989722008136
0.41000000000000025,0.5899999999999997,0.9223346087802988,0.9352750809061489,0.5477634571645186,0.6908917045182883,0.9223346087802988
0.42000000000000026,0.5799999999999997,0.9224740359517505,0.9359223300970874,0.5481425322213799,0.6913698302653598,0.9224740359517505
0.43000000000000027,0.5699999999999997,0.9226066590899236,0.9365284974093264,0.5481425322213799,0.6915351506456241,0.9226066590899236
0.4400000000000003,0.5599999999999997,0.9227570456716213,0.9371761658031088,0.5485216072782411,0.6920133907221425,0.9227570456716213
0.4500000000000003,0.5499999999999997,0.9229137446198573,0.9371761658031088,0.5485216072782411,0.6920133907221425,0.9229137446198573
0.4600000000000003,0.5399999999999997,0.9230678583526518,0.9390006489292667,0.5485216072782411,0.6925101698971045,0.9230678583526518
0.4700000000000003,0.5299999999999997,0.9232011793403919,0.9397278029812054,0.5496588324488249,0.6936139679502512,0.9232011793403919
0.4800000000000003,0.5199999999999997,0.9233272046281129,0.9404145077720207,0.5504169825625473,0.6944045911047346,0.9233272046281129
0.4900000000000003,0.5099999999999997,0.9234473933558186,0.9434697855750487,0.5504169825625473,0.6952358151783576,0.9234473933558186
0.5000000000000003,0.49999999999999967,0.9235837595053058,0.9446614583333334,0.5500379075056862,0.6952563488260661,0.9235837595053058
0.5100000000000003,0.48999999999999966,0.9236987778021285,0.9453125,0.5504169825625473,0.6957355055103019,0.9236987778021285
0.5200000000000004,0.47999999999999965,0.9238178880350487,0.9453125,0.5504169825625473,0.6957355055103019,0.9238178880350487
0.5300000000000004,0.46999999999999964,0.9239454041832085,0.947265625,0.5515542077331311,0.6971729755630092,0.9239454041832085
0.5400000000000004,0.45999999999999963,0.9240700813524477,0.947265625,0.5515542077331311,0.6971729755630092,0.9240700813524477
0.5500000000000004,0.4499999999999996,0.9241854327138364,0.9472999349381913,0.5519332827899924,0.6974850299401198,0.9241854327138364
0.5600000000000004,0.4399999999999996,0.9243279526276874,0.9479505530253741,0.5523123578468537,0.6979640718562875,0.9243279526276874
0.5700000000000004,0.4299999999999996,0.9244442397419048,0.9498044328552803,0.5523123578468537,0.6984659635666348,0.9244442397419048
0.5800000000000004,0.4199999999999996,0.9245722158363701,0.9498371335504886,0.5526914329037149,0.6987778576563625,0.9245722158363701
0.5900000000000004,0.4099999999999996,0.9246867900471045,0.9498371335504886,0.5526914329037149,0.6987778576563625,0.9246867900471045
0.6000000000000004,0.3999999999999996,0.9248125139906943,0.9504563233376793,0.5526914329037149,0.6989453499520613,0.9248125139906943
0.6100000000000004,0.38999999999999957,0.9249276591692565,0.9511400651465798,0.5534495830174374,0.6997364006709801,0.9249276591692565
0.6200000000000004,0.37999999999999956,0.9250584742426422,0.9505208333333334,0.5534495830174374,0.6995687589841878,0.9250584742426422
0.6300000000000004,0.36999999999999955,0.9251580764081201,0.951171875,0.5538286580742987,0.7000479156684235,0.9251580764081201
0.6400000000000005,0.35999999999999954,0.9252582812618604,0.9518542615484711,0.5545868081880212,0.7008383233532934,0.9252582812618604
0.6500000000000005,0.34999999999999953,0.9253554885345061,0.952442996742671,0.55420773313116,0.7006949436855979,0.9253554885345061
0.6600000000000005,0.3399999999999995,0.9254691904332817,0.9524739583333334,0.5545868081880212,0.701006229036895,0.9254691904332817
0.6700000000000005,0.3299999999999995,0.9255706958248517,0.9525357607282184,0.5553449583017438,0.7016283524904215,0.9255706958248517
0.6800000000000005,0.3199999999999995,0.925676467614911,0.9532467532467532,0.5564821834723275,0.7027285782671134,0.925676467614911
0.6900000000000005,0.3099999999999995,0.9257904708578177,0.9533376539209333,0.5576194086429113,0.7036594116240132,0.9257904708578177
0.7000000000000005,0.2999999999999995,0.9258916590450392,0.9533980582524272,0.5583775587566339,0.7042792254362898,0.9258916590450392
0.7100000000000005,0.2899999999999995,0.9259942905120468,0.9534282018111255,0.558756633813495,0.7045889101338432,0.9259942905120468
0.7200000000000005,0.27999999999999947,0.926096462032749,0.9534883720930233,0.5595147839272175,0.7052078356426181,0.926096462032749
0.7300000000000005,0.26999999999999946,0.9261906717242996,0.9534883720930233,0.5595147839272175,0.7052078356426181,0.9261906717242996
0.7400000000000005,0.25999999999999945,0.9262961263100103,0.9535783365570599,0.5606520090978013,0.7061351157794223,0.9262961263100103
0.7500000000000006,0.24999999999999944,0.926383991914588,0.9541343669250646,0.5598938589840788,0.7056856187290969,0.926383991914588
0.7600000000000006,0.23999999999999944,0.9264836575209356,0.9535483870967741,0.5602729340409401,0.7058261700095512,0.9264836575209356
0.7700000000000006,0.22999999999999943,0.9265835927509797,0.9536082474226805,0.5610310841546626,0.7064439140811456,0.9265835927509797
0.7800000000000006,0.21999999999999942,0.9266670967957634,0.9541639767591995,0.5602729340409401,0.7059947456412706,0.9266670967957634
0.7900000000000006,0.2099999999999994,0.9267578013792616,0.9547803617571059,0.5602729340409401,0.7061634018155757,0.9267578013792616
0.8000000000000006,0.1999999999999994,0.9268398462840415,0.9541639767591995,0.5602729340409401,0.7059947456412706,0.9268398462840415
0.8100000000000006,0.1899999999999994,0.9269340242551574,0.9541639767591995,0.5602729340409401,0.7059947456412706,0.9269340242551574
0.8200000000000006,0.17999999999999938,0.9270138170090617,0.9553975436328378,0.5602729340409401,0.7063321385902032,0.9270138170090617
0.8300000000000006,0.16999999999999937,0.9270929594940515,0.9560155239327296,0.5602729340409401,0.7065009560229446,0.9270929594940515
0.8400000000000006,0.15999999999999936,0.9271769234851407,0.9560155239327296,0.5602729340409401,0.7065009560229446,0.9271769234851407
0.8500000000000006,0.14999999999999936,0.927248833710981,0.9560155239327296,0.5602729340409401,0.7065009560229446,0.927248833710981
0.8600000000000007,0.13999999999999935,0.927325057915963,0.9560155239327296,0.5602729340409401,0.7065009560229446,0.927325057915963
0.8700000000000007,0.12999999999999934,0.9274039624976911,0.9560439560439561,0.5606520090978013,0.7068100358422938,0.9274039624976911
0.8800000000000007,0.11999999999999933,0.9274699410022116,0.9560155239327296,0.5602729340409401,0.7065009560229446,0.9274699410022116
0.8900000000000007,0.10999999999999932,0.9275329377858547,0.9559870550161812,0.5598938589840788,0.7061917284245756,0.9275329377858547
0.9000000000000007,0.09999999999999931,0.9275950781177564,0.9553975436328378,0.5602729340409401,0.7063321385902032,0.9275950781177564
0.9100000000000007,0.0899999999999993,0.9276553628042183,0.9554263565891473,0.5606520090978013,0.7066411849020545,0.9276553628042183
0.9200000000000007,0.0799999999999993,0.9277111431889294,0.9553975436328378,0.5602729340409401,0.7063321385902032,0.9277111431889294
0.9300000000000007,0.06999999999999929,0.9277793104034557,0.9560439560439561,0.5606520090978013,0.7068100358422938,0.9277793104034557
0.9400000000000007,0.059999999999999276,0.9278417362192712,0.9565780946208684,0.5595147839272175,0.70605118392729,0.9278417362192712
0.9500000000000007,0.04999999999999927,0.9278962002059354,0.9553108808290155,0.5591357088703564,0.705404112864658,0.9278962002059354
0.9600000000000007,0.03999999999999926,0.9279653348937251,0.9553108808290155,0.5591357088703564,0.705404112864658,0.9279653348937251
0.9700000000000008,0.02999999999999925,0.9280249693112723,0.9553398058252427,0.5595147839272175,0.705713602677504,0.9280249693112723
0.9800000000000008,0.01999999999999924,0.9280680456618197,0.9547511312217195,0.5598938589840788,0.7058542413381123,0.9280680456618197
0.9900000000000008,0.009999999999999232,0.9281213994332635,0.9547218628719275,0.5595147839272175,0.7055449330783938,0.9281213994332635
1.0000000000000007,-6.661338147750939e-16,0.9281696620749117,0.9547511312217195,0.5598938589840788,0.7058542413381123,0.9281696620749117
